istart,istop,cstart,cstop,tstart,tstop,ed_rec,ed_rec_err,ampl_rec,dur,total_n_valid_data_points,ID,qcs,mission,tstamp,dur_detrend,lc_n,real?,note
5429,5435,1258379,1258386,973.891730313058,973.896498029935,2.63866623134915,0.043285790417371,0.009038575845831,0.004767716876813,43115,Kepler-102,10,Kepler,08_02_2021_08_53_44,10.4741809999999,2,0,simultaneous FP in multiple Lcs
32335,32338,1331679,1331682,1023.81644072897,1023.818484059,0.215700706314379,0.023705508176378,0.001760194473472,0.002043330030574,44232,Kepler-102,11,Kepler,08_02_2021_08_54_22,8.65438400000005,0,1,
,,,,,,,,,,42625,Kepler-102,11,Kepler,08_02_2021_08_54_36,8.12352299999998,1,,
,,,,,,,,,,45398,Kepler-102,11,Kepler,08_02_2021_08_54_48,9.53108599999996,2,,
,,,,,,,,,,33258,Kepler-102,12,Kepler,08_02_2021_08_55_24,6.85841700000003,0,,
,,,,,,,,,,39192,Kepler-102,12,Kepler,08_02_2021_08_55_33,6.24546699999996,1,,
,,,,,,,,,,32314,Kepler-102,12,Kepler,08_02_2021_08_55_42,7.098569,2,,
,,,,,,,,,,45883,Kepler-102,13,Kepler,08_02_2021_08_56_19,9.12740899999994,0,,
,,,,,,,,,,41498,Kepler-102,13,Kepler,08_02_2021_08_56_33,6.86650499999996,1,,
,,,,,,,,,,38227,Kepler-102,13,Kepler,08_02_2021_08_56_44,6.41419300000007,2,,
,,,,,,,,,,34032,Kepler-102,14,Kepler,08_02_2021_08_57_17,9.99869799999999,0,,
24344,24348,1771089,1771093,1323.10899668295,1323.11172116829,1.66394824960482,0.028727266614401,0.011619664472636,0.002724485333601,43201,Kepler-102,14,Kepler,08_02_2021_08_57_31,11.3994590000001,1,0,entire TPF flashes
488,494,1792219,1792225,1337.50093245191,1337.50501909859,1.03610494369725,0.042233585052963,0.004027905122376,0.004086646680662,49006,Kepler-102,14,Kepler,08_02_2021_08_57_47,10.521784,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,44082,Kepler-102,15,Kepler,08_02_2021_08_58_30,11.008007,0,,
26476,26508,1927207,1927239,1429.44128065038,1429.46307572968,3.30878839817532,0.142782089245678,0.002424788871587,0.021795079301228,35036,Kepler-102,15,Kepler,08_02_2021_08_58_47,6.705377,1,,De-trending failed
,,,,,,,,,,7463,Kepler-102,16,Kepler,08_02_2021_08_59_17,2.46665600000006,0,,
,,,,,,,,,,51642,Kepler-102,16,Kepler,08_02_2021_08_59_21,16.13437,1,,
,,,,,,,,,,31965,Kepler-102,17,Kepler,08_02_2021_09_00_00,8.12355799999989,0,,
5972,5988,2164400,2164416,1590.99895971521,1591.00985798733,2.09917752638118,0.092946672528781,0.003551801079691,0.010898272121267,5992,Kepler-102,17,Kepler,08_02_2021_09_00_11,1.0198650000001,1,,lc sys
,,,,,,,,,,42539,Kepler-103,3,Kepler,08_02_2021_09_00_38,18.4828690000001,0,,
13081,13087,269510,269516,300.351550764368,300.35563726582,1.34069334663557,0.046827431820093,0.0057480184709,0.004086501452548,43423,Kepler-103,3,Kepler,08_02_2021_09_00_48,29.1536819999999,1,0,simultaneous FP in multiple Lcs
33858,33862,337785,337789,346.852974313137,346.855698620238,0.8534212938123,0.04028490207766,0.005590848486492,0.002724307101744,37728,Kepler-103,3,Kepler,08_02_2021_09_01_11,28.1298549999999,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,44864,Kepler-103,4,Kepler,08_02_2021_09_01_51,35.209834,0,,
,,,,,,,,,,36546,Kepler-103,4,Kepler,08_02_2021_09_02_19,19.202835,1,,
,,,,,,,,,,41771,Kepler-103,4,Kepler,08_02_2021_09_02_29,25.5953,2,,
,,,,,,,,,,45604,Kepler-103,5,Kepler,08_02_2021_09_03_12,31.832825,0,,
12282,12287,540395,540400,484.856853539146,484.860259297821,0.463199899798016,0.04030437380213,0.002467328168249,0.003405758674489,39880,Kepler-103,5,Kepler,08_02_2021_09_03_35,31.2434520000002,1,0,simultaneous FP in multiple Lcs
36070,36073,564523,564526,501.291668550904,501.29371204089,0.344727462902739,0.030768487277569,0.002565206358822,0.002043489985226,39880,Kepler-103,5,Kepler,08_02_2021_09_03_35,31.2434520000002,1,1,
,,,,,,,,,,48591,Kepler-103,5,Kepler,08_02_2021_09_03_59,23.7100820000001,2,,
,,,,,,,,,,39076,Kepler-103,6,Kepler,08_02_2021_09_04_45,19.7104059999999,0,,
,,,,,,,,,,44700,Kepler-103,6,Kepler,08_02_2021_09_04_55,21.225441,1,,
,,,,,,,,,,43442,Kepler-103,6,Kepler,08_02_2021_09_05_06,28.905645,2,,
,,,,,,,,,,43495,Kepler-103,7,Kepler,08_02_2021_09_06_01,26.638375,0,,
,,,,,,,,,,42146,Kepler-103,7,Kepler,08_02_2021_09_06_14,24.347532,1,,
,,,,,,,,,,40217,Kepler-103,7,Kepler,08_02_2021_09_06_29,18.7343520000002,2,,
,,,,,,,,,,25613,Kepler-103,8,Kepler,08_02_2021_09_07_03,15.741988,0,,
,,,,,,,,,,38105,Kepler-103,8,Kepler,08_02_2021_09_07_14,21.1232750000001,1,,
,,,,,,,,,,29112,Kepler-103,8,Kepler,08_02_2021_09_07_27,13.4012810000002,2,,
,,,,,,,,,,52451,Kepler-103,9,Kepler,08_02_2021_09_07_58,24.929891,0,,
,,,,,,,,,,41432,Kepler-103,9,Kepler,08_02_2021_09_08_13,26.5075080000001,1,,
,,,,,,,,,,45058,Kepler-103,9,Kepler,08_02_2021_09_08_30,32.6855440000002,2,,
,,,,,,,,,,43424,Kepler-103,10,Kepler,08_02_2021_09_09_18,24.3332290000001,0,,
,,,,,,,,,,44450,Kepler-103,10,Kepler,08_02_2021_09_09_36,20.9089649999999,1,,
,,,,,,,,,,43503,Kepler-103,10,Kepler,08_02_2021_09_09_49,30.306315,2,,
12573,12576,1311365,1311368,1009.98132009527,1009.98336331401,1.14918837429139,0.033913624741073,0.008626198779177,0.002043218737526,44634,Kepler-103,11,Kepler,08_02_2021_09_10_37,28.7532979999999,0,0,simultaneous FP in multiple Lcs
,,,,,,,,,,42989,Kepler-103,11,Kepler,08_02_2021_09_10_56,21.1101449999999,1,,
,,,,,,,,,,45757,Kepler-103,11,Kepler,08_02_2021_09_11_09,25.77847,2,,
,,,,,,,,,,33483,Kepler-103,12,Kepler,08_02_2021_09_11_50,20.4349729999999,0,,
,,,,,,,,,,39430,Kepler-103,12,Kepler,08_02_2021_09_12_07,14.284598,1,,
,,,,,,,,,,32670,Kepler-103,12,Kepler,08_02_2021_09_12_18,12.927508,2,,
,,,,,,,,,,44321,Kepler-103,15,Kepler,08_02_2021_09_12_51,21.9497489999999,0,,
,,,,,,,,,,35217,Kepler-103,15,Kepler,08_02_2021_09_13_03,19.2758040000001,1,,
,,,,,,,,,,50515,Kepler-103,15,Kepler,08_02_2021_09_13_13,24.792639,2,,
,,,,,,,,,,45971,Kepler-1032,13,Kepler,08_02_2021_09_13_51,26.7572360000001,0,,
,,,,,,,,,,41548,Kepler-1032,13,Kepler,08_02_2021_09_14_15,23.206103,1,,
,,,,,,,,,,38365,Kepler-1032,13,Kepler,08_02_2021_09_14_29,14.760992,2,,
,,,,,,,,,,34068,Kepler-1032,14,Kepler,08_02_2021_09_15_05,23.1583969999999,0,,
,,,,,,,,,,43306,Kepler-1032,14,Kepler,08_02_2021_09_15_18,29.9484889999999,1,,
394,401,1792220,1792228,1337.50251202929,1337.50796087388,17.2971895493229,0.391164506297562,0.078244712196832,0.005448844589409,48914,Kepler-1032,14,Kepler,08_02_2021_09_15_45,32.7753669999997,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,42254,Kepler-104,3,Kepler,08_02_2021_09_16_48,12.318174,0,,
12802,12809,269510,269517,300.351514973176,300.35628265862,2.18373856136312,0.054159082864506,0.009809287185873,0.004767685444676,43139,Kepler-104,3,Kepler,08_02_2021_09_17_00,29.1776420000001,1,0,simultaneous FP in multiple Lcs
33577,33581,337785,337789,346.853103436239,346.855827751839,0.931910995807212,0.036674902688639,0.005687790934056,0.002724315600062,37447,Kepler-104,3,Kepler,08_02_2021_09_17_22,25.3905629999999,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,44580,Kepler-104,4,Kepler,08_02_2021_09_18_06,23.0567340000002,0,,
,,,,,,,,,,35988,Kepler-104,4,Kepler,08_02_2021_09_18_21,18.4600410000003,1,,
,,,,,,,,,,41767,Kepler-104,4,Kepler,08_02_2021_09_18_31,27.1457769999997,2,,
,,,,,,,,,,45318,Kepler-104,5,Kepler,08_02_2021_09_19_12,23.6166490000001,0,,
12280,12284,540395,540399,484.856871582822,484.859596100287,0.627206175996913,0.043573010770337,0.0040346698792,0.00272451746423,39595,Kepler-104,5,Kepler,08_02_2021_09_19_29,30.4409019999998,1,0,simultaneous FP in multiple Lcs
24611,24615,553045,553049,493.473408803547,493.476133318334,0.784021320750447,0.048837118050927,0.003875538016265,0.002724514786678,39595,Kepler-104,5,Kepler,08_02_2021_09_19_29,30.4409019999998,1,0,simultaneous FP in multiple Lcs
321,324,569701,569704,504.818610520364,504.820654001509,0.266203244830755,0.040315322393968,0.001824976074143,0.002043481144938,48305,Kepler-104,5,Kepler,08_02_2021_09_19_53,36.2109250000003,2,0.5,marginal detection
,,,,,,,,,,39072,Kepler-104,6,Kepler,08_02_2021_09_20_43,26.3199010000003,0,,
,,,,,,,,,,44416,Kepler-104,6,Kepler,08_02_2021_09_21_02,21.7268399999998,1,,
13975,13979,722570,722574,608.941990092433,608.944714533522,0.81598899022644,0.046046562138942,0.004976603842732,0.002724441088503,43161,Kepler-104,6,Kepler,08_02_2021_09_21_17,34.7123030000002,2,0,simultaneous FP in multiple Lcs
39556,39559,748502,748505,626.604321182524,626.606364517327,0.331027561904148,0.03837431415779,0.002568633585368,0.002043334803602,43161,Kepler-104,6,Kepler,08_02_2021_09_21_17,34.7123030000002,2,0.5,marginal detection
,,,,,,,,,,43477,Kepler-104,7,Kepler,08_02_2021_09_22_04,25.7604699999997,0,,
,,,,,,,,,,41876,Kepler-104,7,Kepler,08_02_2021_09_22_16,21.2411539999998,1,,
,,,,,,,,,,40212,Kepler-104,7,Kepler,08_02_2021_09_22_29,18.166643,2,,
,,,,,,,,,,25626,Kepler-104,8,Kepler,08_02_2021_09_23_02,18.9102320000002,0,,
,,,,,,,,,,37807,Kepler-104,8,Kepler,08_02_2021_09_23_13,12.8977249999998,1,,
,,,,,,,,,,28832,Kepler-104,8,Kepler,08_02_2021_09_23_24,11.7490889999999,2,,
,,,,,,,,,,52444,Kepler-104,9,Kepler,08_02_2021_09_23_55,27.794445,0,,
,,,,,,,,,,40872,Kepler-104,9,Kepler,08_02_2021_09_24_09,24.6623089999998,1,,
37020,37024,1150541,1150548,900.441194683757,900.445962628808,0.932012812529074,0.085471541661777,0.002704833718832,0.004767945050844,44782,Kepler-104,9,Kepler,08_02_2021_09_24_25,30.4289840000001,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,43420,Kepler-104,10,Kepler,08_02_2021_09_25_15,25.9759159999999,0,,
,,,,,,,,,,44458,Kepler-104,10,Kepler,08_02_2021_09_25_27,26.4036170000004,1,,
,,,,,,,,,,43222,Kepler-104,10,Kepler,08_02_2021_09_25_41,25.8933689999999,2,,
,,,,,,,,,,44378,Kepler-104,11,Kepler,08_02_2021_09_26_25,25.1194089999999,0,,
,,,,,,,,,,42863,Kepler-104,11,Kepler,08_02_2021_09_26_42,26.7855750000003,1,,
,,,,,,,,,,45473,Kepler-104,11,Kepler,08_02_2021_09_26_54,28.1291420000002,2,,
,,,,,,,,,,33478,Kepler-104,12,Kepler,08_02_2021_09_27_41,16.7454379999999,0,,
,,,,,,,,,,39439,Kepler-104,12,Kepler,08_02_2021_09_27_49,18.8849639999999,1,,
,,,,,,,,,,32466,Kepler-104,12,Kepler,08_02_2021_09_28_00,17.7224809999998,2,,
,,,,,,,,,,34251,Kepler-104,14,Kepler,08_02_2021_09_28_54,10.9290999999998,0,,
36530,36533,1783388,1783391,1331.48663694344,1331.48868032923,0.413644063265351,0.035141822680837,0.003823725048254,0.002043385793513,43588,Kepler-104,14,Kepler,08_02_2021_09_29_02,35.064687,1,0.5,marginal detection
,,,,,,,,,,49120,Kepler-104,14,Kepler,08_02_2021_09_29_25,29.8601559999997,2,,
,,,,,,,,,,50231,Kepler-104,15,Kepler,08_02_2021_09_29_57,30.4216539999998,0,,
,,,,,,,,,,7342,Kepler-104,16,Kepler,08_02_2021_09_30_39,1.02927,0,,
,,,,,,,,,,51913,Kepler-104,16,Kepler,08_02_2021_09_30_40,31.8868769999999,1,,
,,,,,,,,,,45625,Kepler-104,16,Kepler,08_02_2021_09_30_57,25.6995710000001,2,,
,,,,,,,,,,32042,Kepler-104,17,Kepler,08_02_2021_09_31_32,12.0438839999997,0,,
,,,,,,,,,,5872,Kepler-104,17,Kepler,08_02_2021_09_31_41,1.38961999999992,1,,
,,,,,,,,,,41882,Kepler-105,3,Kepler,08_02_2021_09_32_07,7.09788500000013,0,,
12881,12887,269511,269517,300.352323151033,300.356409892709,1.61147345827586,0.074677809151258,0.005844874975497,0.004086741675565,42969,Kepler-105,3,Kepler,08_02_2021_09_32_18,8.68787799999973,1,0,simultaneous FP in multiple Lcs
33340,33343,337785,337789,346.853451971081,346.856176294015,0.683244256080161,0.054889007188588,0.004153340871891,0.002724322934228,37209,Kepler-105,3,Kepler,08_02_2021_09_32_30,8.53711600000042,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,44208,Kepler-105,4,Kepler,08_02_2021_09_33_03,7.67246699999987,0,,
,,,,,,,,,,35738,Kepler-105,4,Kepler,08_02_2021_09_33_15,5.76287599999978,1,,
,,,,,,,,,,41114,Kepler-105,4,Kepler,08_02_2021_09_33_25,6.7171070000004,2,,
,,,,,,,,,,44946,Kepler-105,5,Kepler,08_02_2021_09_34_03,9.07019799999989,0,,
24563,24568,553045,553050,493.47319213624,493.476597761153,1.81931257309154,0.05695661456304,0.009381574366287,0.003405624913285,39435,Kepler-105,5,Kepler,08_02_2021_09_34_16,11.9325400000002,1,0,simultaneous FP in multiple Lcs
,,,,,,,,,,47946,Kepler-105,5,Kepler,08_02_2021_09_34_33,7.26255500000025,2,,
,,,,,,,,,,38617,Kepler-105,6,Kepler,08_02_2021_09_35_12,6.35314599999992,0,,
,,,,,,,,,,44242,Kepler-105,6,Kepler,08_02_2021_09_35_22,7.90536800000018,1,,
14053,14056,722571,722574,608.942428188369,608.944471454139,0.540364164502069,0.048571485742444,0.003206916184882,0.002043265769316,42988,Kepler-105,6,Kepler,08_02_2021_09_35_34,8.60795800000005,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,42824,Kepler-105,7,Kepler,08_02_2021_09_36_13,6.0945099999999,0,,
,,,,,,,,,,41690,Kepler-105,7,Kepler,08_02_2021_09_36_22,8.36406299999999,1,,
,,,,,,,,,,39776,Kepler-105,7,Kepler,08_02_2021_09_36_34,5.52403700000014,2,,
,,,,,,,,,,25286,Kepler-105,8,Kepler,08_02_2021_09_37_06,6.87587299999996,0,,
,,,,,,,,,,37636,Kepler-105,8,Kepler,08_02_2021_09_37_16,8.88387499999999,1,,
,,,,,,,,,,28582,Kepler-105,8,Kepler,08_02_2021_09_37_29,9.26331900000014,2,,
,,,,,,,,,,33273,Kepler-105,12,Kepler,08_02_2021_09_38_09,5.21731199999977,0,,
,,,,,,,,,,38975,Kepler-105,12,Kepler,08_02_2021_09_38_17,6.16463900000008,1,,
,,,,,,,,,,32138,Kepler-105,12,Kepler,08_02_2021_09_38_26,9.45738200000005,2,,
,,,,,,,,,,45636,Kepler-105,13,Kepler,08_02_2021_09_39_04,9.727261,0,,
22609,22629,1636760,1636840,1231.61289284559,1231.66738456703,10.0327261740448,0.443157896253205,0.005102092725376,0.054491721435625,41280,Kepler-105,13,Kepler,08_02_2021_09_39_19,12.5101910000003,1,0,lc sys
,,,,,,,,,,38111,Kepler-105,13,Kepler,08_02_2021_09_39_37,8.43696699999964,2,,
,,,,,,,,,,33801,Kepler-105,14,Kepler,08_02_2021_09_40_17,5.04516899999999,0,,
,,,,,,,,,,42942,Kepler-105,14,Kepler,08_02_2021_09_40_24,13.1967829999999,1,,
488,498,1792219,1792230,1337.50124267406,1337.50873491725,2.82129931379223,0.077754788863413,0.00755537610914,0.007492243188608,48744,Kepler-105,14,Kepler,08_02_2021_09_40_42,9.76216599999998,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,43879,Kepler-105,15,Kepler,08_02_2021_09_41_22,6.59146200000032,0,,
,,,,,,,,,,34849,Kepler-105,15,Kepler,08_02_2021_09_41_32,5.16054600000007,1,,
,,,,,,,,,,49656,Kepler-105,15,Kepler,08_02_2021_09_41_40,7.0328870000003,2,,
,,,,,,,,,,7419,Kepler-105,16,Kepler,08_02_2021_09_42_15,1.12633200000028,0,,
,,,,,,,,,,51337,Kepler-105,16,Kepler,08_02_2021_09_42_17,9.77750699999979,1,,
,,,,,,,,,,45252,Kepler-105,16,Kepler,08_02_2021_09_42_32,6.64313399999992,2,,
,,,,,,,,,,31793,Kepler-105,17,Kepler,08_02_2021_09_43_00,5.1558,0,,
,,,,,,,,,,5949,Kepler-105,17,Kepler,08_02_2021_09_43_07,0.853229999999712,1,,
,,,,,,,,,,46270,Kepler-1050,13,Kepler,08_02_2021_09_43_34,32.5954400000001,0,,
22757,22760,1636772,1636775,1231.62130488385,1231.62334824845,0.39782279333247,0.056140252779399,0.002531366487336,0.002043364605925,41844,Kepler-1050,13,Kepler,08_02_2021_09_44_00,27.3462599999998,1,0,lc sys
22945,22950,1637020,1637025,1231.7902280272,1231.79363373488,0.967238327068407,0.084095045085205,0.004558021183172,0.003405707684578,41844,Kepler-1050,13,Kepler,08_02_2021_09_44_00,27.3462599999998,1,0,lc sys
,,,,,,,,,,38600,Kepler-1050,13,Kepler,08_02_2021_09_44_20,16.9580310000001,2,,
10067,10070,1709456,1709459,1281.12909913005,1281.13114246614,0.826648403374586,0.053268713836875,0.007883407880703,0.002043336091447,34276,Kepler-1050,14,Kepler,08_02_2021_09_44_59,27.0349139999998,0,0,simultaneous FP in multiple Lcs
,,,,,,,,,,43615,Kepler-1050,14,Kepler,08_02_2021_09_45_16,30.6794919999998,1,,
485,495,1792216,1792227,1337.49882554316,1337.50631776516,7.04854066412619,0.101511211323167,0.024627837828081,0.007492222001019,49421,Kepler-1050,14,Kepler,08_02_2021_09_45_40,37.1134099999999,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,44341,Kepler-1050,15,Kepler,08_02_2021_09_46_36,26.4977989999998,0,,
,,,,,,,,,,35122,Kepler-1050,15,Kepler,08_02_2021_09_46_54,18.1236699999999,1,,
,,,,,,,,,,50533,Kepler-1050,15,Kepler,08_02_2021_09_47_02,22.7249930000003,2,,
,,,,,,,,,,7621,Kepler-1050,16,Kepler,08_02_2021_09_47_39,1.14967699999988,0,,
,,,,,,,,,,52216,Kepler-1050,16,Kepler,08_02_2021_09_47_41,33.835775,1,,
,,,,,,,,,,45940,Kepler-1050,16,Kepler,08_02_2021_09_48_02,22.5994599999999,2,,
,,,,,,,,,,42095,Kepler-106,3,Kepler,08_02_2021_09_48_43,5.66194799999994,0,,
12883,12887,269511,269515,300.353173492316,300.355897972528,0.677248278645955,0.064853248502654,0.004136266480837,0.002724480211327,42980,Kepler-106,3,Kepler,08_02_2021_09_48_52,8.76003399999991,1,0,simultaneous FP in multiple Lcs
33336,33340,337785,337789,346.853812161833,346.856536444604,0.996395765631223,0.071126766303624,0.005976188985982,0.002724282770942,37206,Kepler-106,3,Kepler,08_02_2021_09_49_05,7.98032400000011,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,44433,Kepler-106,4,Kepler,08_02_2021_09_49_43,14.8686589999998,0,,
,,,,,,,,,,35747,Kepler-106,4,Kepler,08_02_2021_09_50_04,5.85635200000024,1,,
,,,,,,,,,,41527,Kepler-106,4,Kepler,08_02_2021_09_50_14,8.23785899999984,2,,
,,,,,,,,,,44959,Kepler-106,5,Kepler,08_02_2021_09_50_53,10.1291460000002,0,,
24584,24588,553045,553049,493.472388884868,493.475113405388,1.01472528696639,0.061766465160708,0.006762335138875,0.002724520520133,39649,Kepler-106,5,Kepler,08_02_2021_09_51_09,9.40517699999964,1,0,simultaneous FP in multiple Lcs
,,,,,,,,,,47947,Kepler-106,5,Kepler,08_02_2021_09_51_23,8.09209099999998,2,,
,,,,,,,,,,38832,Kepler-106,6,Kepler,08_02_2021_09_52_04,7.51050600000008,0,,
,,,,,,,,,,44256,Kepler-106,6,Kepler,08_02_2021_09_52_16,6.28289200000017,1,,
,,,,,,,,,,43013,Kepler-106,6,Kepler,08_02_2021_09_52_25,9.6829689999995,2,,
,,,,,,,,,,43052,Kepler-106,7,Kepler,08_02_2021_09_53_01,6.59173199999987,0,,
,,,,,,,,,,41916,Kepler-106,7,Kepler,08_02_2021_09_53_11,7.50682400000005,1,,
,,,,,,,,,,39973,Kepler-106,7,Kepler,08_02_2021_09_53_23,6.71920500000033,2,,
,,,,,,,,,,25292,Kepler-106,8,Kepler,08_02_2021_09_53_52,6.2121189999998,0,,
,,,,,,,,,,37846,Kepler-106,8,Kepler,08_02_2021_09_54_01,9.68088100000023,1,,
,,,,,,,,,,28590,Kepler-106,8,Kepler,08_02_2021_09_54_15,6.12929000000077,2,,
,,,,,,,,,,52085,Kepler-106,9,Kepler,08_02_2021_09_54_47,7.54314199999953,0,,
,,,,,,,,,,40924,Kepler-106,9,Kepler,08_02_2021_09_54_59,9.41551600000003,1,,
8877,8880,1121970,1121973,880.979279243504,880.981322734428,1.27052465828037,0.05029510379533,0.010208861050404,0.002043490923825,44617,Kepler-106,9,Kepler,08_02_2021_09_55_13,13.570342,2,0,simultaneous FP in multiple Lcs
36574,36580,1150541,1150549,900.440401946522,900.445851069919,1.47676796444861,0.08728301980497,0.006172333342574,0.005449123396829,44617,Kepler-106,9,Kepler,08_02_2021_09_55_13,13.570342,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,43179,Kepler-106,10,Kepler,08_02_2021_09_55_56,7.0986980000007,0,,
,,,,,,,,,,44070,Kepler-106,10,Kepler,08_02_2021_09_56_08,7.03030000000035,1,,
5587,5590,1258379,1258385,973.892664136933,973.896750831576,1.41225276439125,0.112375072451781,0.004196291439078,0.004086694643775,43063,Kepler-106,10,Kepler,08_02_2021_09_56_19,10.7210599999999,2,0,simultaneous FP in multiple Lcs
11615,11618,1264664,1264667,978.173491701447,978.175535092371,0.531155579017237,0.058809432525421,0.003687906703553,0.002043390923063,43063,Kepler-106,10,Kepler,08_02_2021_09_56_19,10.7210599999999,2,0.5,marginal detection
12650,12654,1311366,1311370,1009.9826431636,1009.98536748956,0.688667333679366,0.068006351157858,0.004197958816739,0.002724325961026,44190,Kepler-106,11,Kepler,08_02_2021_09_57_00,11.4466759999996,0,0,simultaneous FP in multiple Lcs
,,,,,,,,,,42545,Kepler-106,11,Kepler,08_02_2021_09_57_16,8.43075000000044,1,,
,,,,,,,,,,45128,Kepler-106,11,Kepler,08_02_2021_09_57_29,9.19686199999978,2,,
,,,,,,,,,,33472,Kepler-106,12,Kepler,08_02_2021_09_58_06,5.61229699999967,0,,
,,,,,,,,,,38986,Kepler-106,12,Kepler,08_02_2021_09_58_15,6.13224900000023,1,,
,,,,,,,,,,32176,Kepler-106,12,Kepler,08_02_2021_09_58_25,5.43457200000012,2,,
,,,,,,,,,,45609,Kepler-106,13,Kepler,08_02_2021_09_58_59,9.06050099999993,0,,
,,,,,,,,,,41531,Kepler-106,13,Kepler,08_02_2021_09_59_12,7.91082499999993,1,,
,,,,,,,,,,38322,Kepler-106,13,Kepler,08_02_2021_09_59_24,5.67999400000008,2,,
,,,,,,,,,,34037,Kepler-106,14,Kepler,08_02_2021_09_59_56,5.59644200000002,0,,
,,,,,,,,,,43149,Kepler-106,14,Kepler,08_02_2021_10_00_05,11.4792720000005,1,,
488,496,1792219,1792227,1337.50171962297,1337.50716855092,3.08903647008919,0.089262850561792,0.011701892366013,0.00544892794278,48760,Kepler-106,14,Kepler,08_02_2021_10_00_20,10.5752050000001,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,43907,Kepler-106,15,Kepler,08_02_2021_10_00_56,6.23241899999994,0,,
,,,,,,,,,,34858,Kepler-106,15,Kepler,08_02_2021_10_01_06,7.02559099999962,1,,
,,,,,,,,,,7423,Kepler-106,16,Kepler,08_02_2021_10_01_36,1.08235299999978,0,,
41702,41705,2057276,2057279,1518.03194623587,1518.03398942074,2.82455820551305,0.052447531254726,0.024274239066677,0.002043184867944,51657,Kepler-106,16,Kepler,08_02_2021_10_01_37,14.4896120000003,1,0.5,marginal detection
,,,,,,,,,,45462,Kepler-106,16,Kepler,08_02_2021_10_01_58,8.01770899999974,2,,
,,,,,,,,,,31802,Kepler-106,17,Kepler,08_02_2021_10_02_27,6.3027349999993,0,,
,,,,,,,,,,5952,Kepler-106,17,Kepler,08_02_2021_10_02_37,0.951015999999981,1,,
,,,,,,,,,,40884,Kepler-107,3,Kepler,08_02_2021_10_03_01,5.59098199999971,0,,
12416,12421,269511,269517,300.352934058828,300.357020805743,1.01408546672268,0.057500294889857,0.004328515032692,0.004086746914254,41768,Kepler-107,3,Kepler,08_02_2021_10_03_10,7.63458799999989,1,0,simultaneous FP in multiple Lcs
32371,32374,337785,337789,346.853911775135,346.856636077668,1.87437065803679,0.095631920620838,0.011682903891841,0.002724302532442,36240,Kepler-107,3,Kepler,08_02_2021_10_03_21,8.18823599999996,2,0,simultaneous FP in multiple Lcs
,,,,,,,,,,43193,Kepler-107,4,Kepler,08_02_2021_10_04_00,9.7160729999996,0,,
,,,,,,,,,,34992,Kepler-107,4,Kepler,08_02_2021_10_04_14,7.02358600000025,1,,
,,,,,,,,,,40163,Kepler-107,4,Kepler,08_02_2021_10_04_24,7.18586999999934,2,,
,,,,,,,,,,43936,Kepler-107,5,Kepler,08_02_2021_10_05_06,6.3124600000001,0,,
11892,11896,540395,540399,484.856056960816,484.85878146012,0.756392809933795,0.046638346565072,0.005538651049423,0.00272449930344,38432,Kepler-107,5,Kepler,08_02_2021_10_05_15,8.84926099999939,1,0,simultaneous FP in multiple Lcs
